STR	SNP_POS	SNP_ID	Trait	PValue	LD
chr1:92789311	chr1:92571555	rs12743520	allergy, asthma	7e-09	0.7799335945908008
chr1:92789311	chr1:92607671	rs11808092	multiple sclerosis, Epstein Barr virus nuclear antigen 1 IgG measurement	2e-08	0.7849715638101339
chr1:92789311	chr1:92682820	rs11810217	multiple sclerosis	6e-15	0.7596563052655365
chr1:92789311	chr1:92881371	rs35183060	erythrocyte count	2e-08	0.7069952639420265
chr1:92869740	chr1:92881371	rs35183060	erythrocyte count	2e-08	0.9843371782076029
chr1:93003713	chr1:93004308	rs481214	chronotype measurement	2e-08	0.8519912859350598
chr1:95695377	chr1:95705397	rs1931259	intelligence	6e-09	0.7007504412247392
chr1:95778705	chr1:95782279	rs10783018	intelligence	4e-08	0.7446316619241351
chr1:95778705	chr1:95782279	rs10783018	mathematical ability	5e-10	0.7446316619241351
chr1:96690362	chr1:96671028	rs2021638	risky sexual behaviour measurement	3e-08	0.8491723340010349
chr1:96690362	chr1:96708350	rs12031518	schizophrenia	6e-11	0.8097172196869749
chr1:97130932	chr1:97132544	rs12139650	chronotype measurement	2e-08	0.8495033560615652
chr1:97130932	chr1:97137438	rs1760217	chronotype measurement	2e-11	0.829588481157697
chr1:97385553	chr1:97388977	rs12047563	mathematical ability	2e-09	0.710178658461849
chr1:97385553	chr1:97412887	rs6663751	mathematical ability	4e-08	0.9467468202280602
chr1:97406391	chr1:97388977	rs12047563	mathematical ability	2e-09	0.8949658639441492
chr1:98065625	chr1:98042162	rs4411173	irritability measurement	5e-09	0.7368176360415747
chr1:98065625	chr1:98084855	rs1198589	schizophrenia	8e-14	0.7008449737457445
chr1:98758933	chr1:98723043	rs56242843	mathematical ability	2e-08	0.8901604640727335
chr1:98969727	chr1:99048998	rs7519626	smoking behaviour measurement	1e-08	0.7634352047065536
chr1:100651617	chr1:100635283	rs60583266	leukocyte count	6e-09	0.8218967568727655
chr1:100651617	chr1:100640978	rs35883536	monocyte count	3e-16	0.7747644611038664
chr1:101174463	chr1:101160327	rs1754541	eosinophil count	7e-15	0.9329019515212531
chr1:101174463	chr1:101160327	rs1754541	eosinophil percentage of granulocytes	1e-18	0.9329019515212531
chr1:101174463	chr1:101160327	rs1754541	neutrophil percentage of granulocytes	2e-18	0.9329019515212531
chr1:101174463	chr1:101160327	rs1754541	basophil count, eosinophil count	5e-14	0.9329019515212531
chr1:102309343	chr1:102332740	rs12403957	self reported educational attainment	4e-08	0.8786983693948509
chr1:102348391	chr1:102332740	rs12403957	self reported educational attainment	4e-08	0.7632093659108421
chr1:106764345	chr1:106770988	rs11184985	neuroticism measurement	3e-08	0.7297024543721836
chr1:106764345	chr1:106793679	rs12097821	azoospermia	6e-10	0.780888893958428
chr1:107439278	chr1:107458685	rs11802147	body mass index	1e-11	0.7468824320773031
chr1:109994262	chr1:109992292	rs333078	self reported educational attainment	1e-08	0.9680979784069179
chr1:110776727	chr1:110779397	rs1999512	schizophrenia	4e-08	0.8874083397709586
chr1:112614239	chr1:112519337	rs1006298	heel bone mineral density	2e-10	0.889899114058622
chr1:112614239	chr1:112520503	rs910697	visual cortical surface area measurement	3e-10	0.8780536957824556
chr1:112614239	chr1:112567997	rs1001494	mean platelet volume	2e-13	0.9400724052164833
chr1:112614239	chr1:112611778	rs7546094	platelet component distribution width	9e-31	0.9894959373325888
chr1:112614239	chr1:112659795	rs2932536	platelet count	2e-21	0.9651945879852482
chr1:112553234	chr1:112525955	rs35147679	intraocular pressure measurement	1e-10	0.7009871051094613
chr1:113015799	chr1:112993425	rs773430	systolic blood pressure	2e-09	0.9767591950946324
chr1:115674947	chr1:115667141	rs12137699	gut microbiome measurement	5e-08	0.8554898871723071
chr1:115674947	chr1:115667141	rs12137699	optic disc size measurement	4e-27	0.8554898871723071
chr1:117632804	chr1:117600895	rs320369	triglyceride measurement	1e-08	0.7920338532019945
chr1:117632804	chr1:117611355	rs826415	mean corpuscular hemoglobin	9e-24	0.8336775400788627
chr1:117632804	chr1:117611355	rs826415	mean corpuscular volume	3e-20	0.8336775400788627
chr1:145808057	chr1:145721780	rs72704264	diastolic blood pressure	4e-10	0.8693477963571501
chr1:150025433	chr1:149966973	rs3767627	body height	4e-19	0.7321445424395651
chr1:150025433	chr1:150017474	rs12023231	BMI-adjusted waist circumference	4e-11	0.7355614251548191
chr1:150460395	chr1:150278123	rs10788873	circadian rhythm	5e-09	0.7330856883722584
chr1:150415332	chr1:150293284	rs7512552	allergy	1e-09	0.8503692051512856
chr1:150415332	chr1:150293284	rs7512552	atopic eczema	5e-09	0.8503692051512856
chr1:150415332	chr1:150293284	rs7512552	red blood cell distribution width	3e-11	0.8503692051512856
chr1:150415332	chr1:150303594	rs509345	glomerular filtration rate	3e-19	0.7817843085457992
chr1:150415332	chr1:150348371	rs2794682	chronotype measurement	4e-22	0.9511501525516266
chr1:150415332	chr1:150349475	rs2794681	chronotype measurement	8e-30	0.800616386637329
chr1:150415332	chr1:150354630	rs11587758	chronotype measurement	4e-15	0.9524141875625814
chr1:150415332	chr1:150378625	rs1694369	blood protein measurement	1e-45	0.8017821536337558
chr1:150415332	chr1:150402950	rs782511737	appendicular lean mass	4e-08	0.9536163207699229
chr1:150415332	chr1:150474986	rs12040949	osteoarthritis, hip	3e-08	0.7905721536602756
chr1:150415332	chr1:150495277	rs9436119	chronotype measurement	6e-30	0.7856004237329065
chr1:150415332	chr1:150512511	rs13294	extracellular matrix protein 1 measurement	8e-102	0.846586790560644
chr1:150415332	chr1:150512511	rs13294	protein measurement, obesity	7e-22	0.846586790560644
chr1:150480719	chr1:150293284	rs7512552	allergy	1e-09	0.7431416652017859
chr1:150480719	chr1:150293284	rs7512552	atopic eczema	5e-09	0.7431416652017859
chr1:150480719	chr1:150293284	rs7512552	red blood cell distribution width	3e-11	0.7431416652017859
chr1:150480719	chr1:150348371	rs2794682	chronotype measurement	4e-22	0.9080698338356054
chr1:150480719	chr1:150349475	rs2794681	chronotype measurement	8e-30	0.7465534077188603
chr1:150480719	chr1:150354630	rs11587758	chronotype measurement	4e-15	0.908540116695156
chr1:150480719	chr1:150378625	rs1694369	blood protein measurement	1e-45	0.7473192271826755
chr1:150480719	chr1:150402950	rs782511737	appendicular lean mass	4e-08	0.9096602941146293
chr1:150480719	chr1:150474986	rs12040949	osteoarthritis, hip	3e-08	0.7492799990584135
chr1:150480719	chr1:150495277	rs9436119	chronotype measurement	6e-30	0.7511798070881769
chr1:150480719	chr1:150512511	rs13294	extracellular matrix protein 1 measurement	8e-102	0.827141578995081
chr1:150480719	chr1:150512511	rs13294	protein measurement, obesity	7e-22	0.827141578995081
chr1:150434833	chr1:150508095	rs12724450	extracellular matrix protein 1 measurement	2e-12	0.9690610198857866
chr1:150507567	chr1:150508095	rs12724450	extracellular matrix protein 1 measurement	2e-12	0.8150116871139826
chr1:150525458	chr1:150508095	rs12724450	extracellular matrix protein 1 measurement	2e-12	0.7462646881495719
chr1:150582297	chr1:150578448	rs34645101	eosinophil count	2e-10	0.8536461901499599
chr1:150582297	chr1:150578448	rs34645101	basophil count, eosinophil count	4e-11	0.8536461901499599
chr1:150566045	chr1:150614495	rs6681426	vital capacity	6e-09	0.8729127890411379
chr1:150566045	chr1:150614495	rs6681426	forced expiratory volume	4e-09	0.8729127890411379
chr1:150566045	chr1:150614495	rs6681426	coffee consumption measurement	1e-10	0.8729127890411379
chr1:150566045	chr1:150644223	rs7524620	chronotype measurement	3e-10	0.7277085556964459
chr1:150566045	chr1:150706557	rs1336900	cathepsin S measurement	1e-19	0.7760733172964369
chr1:150566045	chr1:150750368	rs11587444	chronotype measurement	2e-08	0.7325992615789695
chr1:150566045	chr1:150755063	rs2230061	fat body mass	4e-08	0.7166855621779509
chr1:150666343	chr1:150614495	rs6681426	vital capacity	6e-09	0.8522419214164464
chr1:150666343	chr1:150614495	rs6681426	forced expiratory volume	4e-09	0.8522419214164464
chr1:150666343	chr1:150614495	rs6681426	coffee consumption measurement	1e-10	0.8522419214164464
chr1:150666343	chr1:150644223	rs7524620	chronotype measurement	3e-10	0.956549997199163
chr1:150666343	chr1:150706557	rs1336900	cathepsin S measurement	1e-19	0.9649385892965637
chr1:150666343	chr1:150750368	rs11587444	chronotype measurement	2e-08	0.9591230554080582
chr1:150666343	chr1:150755063	rs2230061	fat body mass	4e-08	0.9486757477380391
chr1:150666343	chr1:150860534	rs72704658	nevus count, cutaneous melanoma	2e-10	0.8366243576004659
chr1:150720066	chr1:150614495	rs6681426	vital capacity	6e-09	0.8185777114043836
chr1:150720066	chr1:150614495	rs6681426	forced expiratory volume	4e-09	0.8185777114043836
chr1:150720066	chr1:150614495	rs6681426	coffee consumption measurement	1e-10	0.8185777114043836
chr1:150720066	chr1:150644223	rs7524620	chronotype measurement	3e-10	0.9519250456249864
chr1:150720066	chr1:150706557	rs1336900	cathepsin S measurement	1e-19	0.931533389391753
chr1:150720066	chr1:150750368	rs11587444	chronotype measurement	2e-08	0.925930667721193
chr1:150720066	chr1:150755063	rs2230061	fat body mass	4e-08	0.9076949315887922
chr1:150720066	chr1:150842935	rs3768013	vitamin D measurement	1e-13	0.730065243220694
chr1:150720066	chr1:150860534	rs72704658	nevus count, cutaneous melanoma	2e-10	0.7970182389812522
chr1:150753941	chr1:150614495	rs6681426	vital capacity	6e-09	0.7728801263200343
chr1:150753941	chr1:150614495	rs6681426	forced expiratory volume	4e-09	0.7728801263200343
chr1:150753941	chr1:150614495	rs6681426	coffee consumption measurement	1e-10	0.7728801263200343
chr1:150753941	chr1:150644223	rs7524620	chronotype measurement	3e-10	0.8687922913276681
chr1:150753941	chr1:150706557	rs1336900	cathepsin S measurement	1e-19	0.8779362363950352
chr1:150753941	chr1:150750368	rs11587444	chronotype measurement	2e-08	0.8843624443831296
chr1:150753941	chr1:150755063	rs2230061	fat body mass	4e-08	0.9396552829141155
chr1:150753941	chr1:150842935	rs3768013	vitamin D measurement	1e-13	0.7179563120864608
chr1:150753941	chr1:150860534	rs72704658	nevus count, cutaneous melanoma	2e-10	0.8290660024737891
chr1:150887447	chr1:150889484	rs10399947	cutaneous squamous cell carcinoma	7e-09	0.7818668755784981
chr1:150887447	chr1:150915929	rs773001561	triglyceride measurement	4e-08	0.7632223311988495
chr1:150887447	chr1:150930758	rs2867296	blood protein measurement	3e-12	0.8132592343465062
chr1:150887447	chr1:150966095	rs8444	cutaneous melanoma	4e-14	0.8133476989385331
chr1:151316815	chr1:151269433	rs35485741	body height	4e-23	0.8601711465521599
chr1:153011208	chr1:153016845	rs4363385	atopic eczema, psoriasis	2e-15	0.7800857543501984
chr1:153026253	chr1:153016845	rs4363385	atopic eczema, psoriasis	2e-15	0.7860936851561389
chr1:153966625	chr1:153824539	rs112780312	balding measurement	5e-09	0.8926401330518516
chr1:153966625	chr1:153824539	rs112780312	intelligence	4e-09	0.8926401330518516
chr1:153966625	chr1:153824539	rs112780312	cognitive function measurement	5e-16	0.8926401330518516
chr1:153966625	chr1:153825652	rs4391701	mathematical ability	8e-18	0.9629260416654297
chr1:153966625	chr1:153850197	rs4612664	mathematical ability	1e-16	0.9546169619522102
chr1:153966625	chr1:153855604	rs4595397	mathematical ability	1e-11	0.8867038813119272
chr1:153966625	chr1:153886244	rs7537691	balding measurement	2e-11	0.9044877246899516
chr1:153966625	chr1:153914397	rs12033835	self reported educational attainment	2e-12	0.9565684505875185
chr1:153966625	chr1:153927425	rs34579442	prostate carcinoma	5e-14	0.9457320747331185
chr1:153966625	chr1:153954576	rs10908557	age at first birth measurement	6e-10	0.901843748404918
chr1:153966625	chr1:154013643	rs6672856	brain volume measurement	1e-08	0.8809645877414535
chr1:154103079	chr1:154013643	rs6672856	brain volume measurement	1e-08	0.761094034575781
chr1:154401079	chr1:154400755	rs7553271	albumin:globulin ratio measurement	2e-09	0.8573123547973295
chr1:156300510	chr1:156249119	rs2241106	mean corpuscular hemoglobin concentration	1e-16	0.9256902801372613
chr1:156300510	chr1:156263398	rs2273833	HbA1c measurement	1e-18	0.9404105631606867
chr1:156300510	chr1:156276128	rs144991356	HbA1c measurement	3e-08	0.9184867487670478
chr1:156300510	chr1:156285665	rs6684514	hemoglobin measurement, mean corpuscular hemoglobin concentration	3e-09	0.9531659550907415
chr1:156300510	chr1:156285665	rs6684514	HbA1c measurement	1e-23	0.9531659550907415
chr1:156300510	chr1:156348350	rs12132919	HbA1c measurement	3e-11	0.9628474026041657
chr1:156817048	chr1:156815825	rs1800601	autoimmune disease	4e-08	0.7289125484868401
chr1:157772029	chr1:157783783	rs2065883	blood protein measurement	4e-21	0.7903925847465184
chr1:159709961	chr1:159679910	rs10494326	C-reactive protein measurement	2e-109	0.7970290473889686
chr1:159709961	chr1:159685728	rs726640	C-reactive protein measurement	6e-117	0.9388003545838485
chr1:159714258	chr1:159721022	rs2246469	C-reactive protein measurement	6e-27	0.8680452122737538
chr1:159921371	chr1:159922298	rs2789422	mean platelet volume	6e-17	0.8182021306361287
chr1:160259532	chr1:160236277	rs11591179	FEV/FEC ratio	3e-08	0.7512016662180304
chr1:161067571	chr1:161043331	rs2516839	granulocyte percentage of myeloid white cells	2e-10	0.8378213554533434
chr1:161067571	chr1:161043331	rs2516839	leukocyte count	2e-23	0.8378213554533434
chr1:161140972	chr1:161167053	rs2301287	mathematical ability	3e-09	0.8587330146239471
chr1:161146241	chr1:161167053	rs2301287	mathematical ability	3e-09	0.7163270120744561
chr1:161146241	chr1:161185602	rs4575098	monocyte percentage of leukocytes	6e-11	0.7821498684147845
chr1:161146241	chr1:161185602	rs4575098	Alzheimer's disease, family history of Alzheimer’s disease	2e-10	0.7821498684147845
chr1:161487233	chr1:161540726	rs144126567	birth weight	2e-10	0.703296953074094
chr1:162051507	chr1:162045950	rs12036340	QRS amplitude, QRS complex	1e-09	0.8621751000715069
chr1:162051507	chr1:162051210	rs2010491	QT interval	2e-89	0.9055960217041635
chr1:162051507	chr1:162064100	rs12143842	QT interval	1e-213	0.8943962869190779
chr1:162051507	chr1:162064100	rs12143842	T wave morphology measurement	5e-17	0.8943962869190779
chr1:167060073	chr1:167068884	rs72689399	Churg-Strauss syndrome	7e-10	0.8704277743335417
chr1:168089194	chr1:167933841	rs10489202	schizophrenia	1e-08	0.7317567822063015
chr1:169390203	chr1:169165889	rs16861990	venous thromboembolism	2e-12	0.878387339830359
chr1:170085489	chr1:170082700	rs115476742	body height	2e-08	0.7715483362326828
chr1:170311485	chr1:170372381	rs78003935	androgenetic alopecia	1e-09	0.8413566025340727
chr1:170311485	chr1:170372381	rs78003935	Alopecia	2e-20	0.8413566025340727
chr1:170311485	chr1:170385246	rs10919378	balding measurement	3e-24	0.8235528046799194
chr1:170734664	chr1:170730008	rs12409048	macula measurement	2e-09	0.9260253894159387
chr1:171455330	chr1:171454028	rs12727104	urinary albumin to creatinine ratio	2e-08	0.9128708081770905
chr1:171455330	chr1:171454028	rs12727104	albuminuria	1e-08	0.9128708081770905
chr1:171455330	chr1:171466403	rs16864515	urinary albumin to creatinine ratio	2e-08	0.911342289717391
chr1:171936360	chr1:171925452	rs6681480	mean platelet volume	4e-12	0.8785879343479859
chr1:171936360	chr1:171939384	rs1998174	platelet component distribution width	4e-09	0.9587072081085076
chr1:172311313	chr1:172239480	rs2289635	body height	4e-124	0.7001526781310609
chr1:172311313	chr1:172240607	rs10911356	systolic blood pressure	2e-08	0.7012104745787948
chr1:172311313	chr1:172250855	rs12075079	body height	7e-12	0.701629162805921
chr1:172483324	chr1:172482947	rs2032528	BMI-adjusted waist-hip ratio	3e-20	0.8977940847222831
chr1:173274125	chr1:173222336	rs2205960	systemic lupus erythematosus	3e-32	0.7016579330269381
chr1:173364226	chr1:173368608	rs2422345	systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus	3e-08	0.9141140765257009
chr1:173364226	chr1:173377204	rs10753074	systemic lupus erythematosus	6e-12	0.9238905771432611
chr1:173364226	chr1:173378698	rs4916342	systemic lupus erythematosus	8e-09	0.8522675718013366
chr1:174427145	chr1:174352859	rs61828641	body mass index	1e-13	0.7433381867883776
chr1:174427145	chr1:174508962	rs12564992	body mass index	3e-13	0.752266038375947
chr1:174441736	chr1:174452856	rs75650221	feeling miserable measurement	3e-10	0.7705965909575649
chr1:174441736	chr1:174452856	rs75650221	unipolar depression, mood disorder	3e-09	0.7705965909575649
chr1:174441736	chr1:174452856	rs75650221	chronotype measurement	4e-18	0.7705965909575649
chr1:174814989	chr1:174745913	rs16847402	longevity	2e-08	0.9239420326280913
chr1:174814989	chr1:174961819	rs12074821	body mass index	2e-11	0.8727946745587696
chr1:174865128	chr1:174760845	rs77417259	feeling miserable measurement	3e-10	0.9634887178054198
chr1:174865128	chr1:174866343	rs140588606	feeling miserable measurement	6e-10	0.900327091292526
chr1:174865128	chr1:175004590	rs75035127	feeling miserable measurement	7e-09	0.844637885597253
chr1:174899198	chr1:174760845	rs77417259	feeling miserable measurement	3e-10	0.7248249867142905
chr1:174899198	chr1:174866343	rs140588606	feeling miserable measurement	6e-10	0.7464886060805211
chr1:174899198	chr1:175004590	rs75035127	feeling miserable measurement	7e-09	0.7134235780266486
chr1:177121084	chr1:177122659	rs16850767	mathematical ability	5e-10	0.828715617871729
chr1:177121084	chr1:177125738	rs227507	mathematical ability	7e-12	0.8565924001776267
chr1:177121084	chr1:177127148	rs57530364	mathematical ability	2e-08	0.7234513834761948
